id_,gender,title,url,category,price,description,description_long,n_reviews,score,size,comfort,durability,r_title,r_raiting,r_body,r_date
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Zoom,5,Love them!,12-10-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Best volleyball shoes!,5,"Definitely on the pricey-ish side, BUT so worth the investment.. The grip is amazing and really makes you feel secure!! These shoes have changed my volleyball career:)",08-10-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Well constructed shoe for volleyball,5,"This is the second pair I purchased for my daughter due to growth. The design is nice, and well constructed shoe. Padding or sole could offer more support would be only recommendation.",05-10-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great buy!,5,bought these for volleyball and they are so comfortable!,26-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Volleyball Shoes,5,"enjoyed them the couple of times I got to wear them they were great !!! But day 3 of having them they got stolen :( . On the bright side that should tell you they’re pretty amazing everybody wants them, literally !!! ",26-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Comfortable fit. Great on the court.,5,My daughter picked these out and has been happy with her purchase. Shoes are worn 2-3 hours daily during practice and games and they have remained comfortable.,22-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,,5,My daughter loves these!,21-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Feel great,5,They feel good while playing volleyball . They pick the right shoes for us to play in.,16-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great durable volleyball shoes!,5,Shoes will last all 4 years of highschool volleyball!,08-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,,4,Like the shoes very comfortable the only problem I had was after wearing pink socks from a breast cancer awareness tourney they took on the pink color from sweating in them.  This was inside and outside the shoe. Otherwise very happy with them.,07-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Nice features,4,I bought this a month ago for my daughter and she loves to play in those shoes,04-09-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great features,5,Fits perfect and have been great with everyday use.,31-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Fit & durability,5,They are a comfortable and durable volleyball shoe. This is my daughters second pair. She grew out of the other pair,31-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Light weight volleyball shoe,5,"My daughter says they are light weight and fit great, true to size.",30-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great Fit!,5,Bought these for my daughter. She plays volleyball she loves them fit true to size and comfortable!,29-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Happy Feet,5,These shoes are comfy with a good grip. I’m very happy with these shoes!,26-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great Volleyball Shoe,5,Great volleyball shoe. A must have for serious players.,25-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Volleyball shoes,5,Very comfortable and fits perfect. Great for volleyball!,21-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,,4,"Great show, love them on the court.  Perfect fit for a Nike shoe which runs a little on the bigger side for me.  Only dislike was the shoe laces, too short.  Had to replace them for a better fit.",20-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,,5,"Exactly as pictured, fit well and no issues",17-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Great volleyball shoes,5,"Fit well, look awesome. Youngest daughter comments!",16-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Volleyball Attack,5,Great shoes on the court!!! Comfortable and light for those spike jumps and serves! Absolutely love them!,16-08-2020 00:00
505,woman,Nike Zoom HyperAce 2,https://www.nike.com/t/zoom-hyperace-2-womens-volleyball-shoe-KlrjdK/AA0286-104,Women's Volleyball Shoe,115,"Designed for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  ","COMMAND THE HARD COURTDesigned for action on hard courts, the Nike Zoom HyperAce 2 Women's Volleyball Shoe helps keep you light and fast on your feet with a breathable upper and responsive cushioning.  BenefitsTextile and synthetic construction for breathable comfortHeel cage enhances support and stabilityFoam midsole with Nike Zoom Air cushioning for lightweight responsivenessDurable rubber tread delivers excellent tractionShown: White/Game RoyalStyle: AA0286-104",164,4.6,30,82,54,Amazing shoe!,4,"i bought these literally on friday night and they came today, 2 day shipping wow i’m so glad i didn’t even pay for fast shipping! the shoes right off the bat are amazing. got them for my volleyball team we always like to get matching shoes for the season. my first game is on thursday so i’m so happy they came in time. Read More",15-08-2020 00:00
